Site,      SN,YYYY-MM-DD HH:MM:SS ,UYYY,UM,UD,Uh,Um,Us,LYYY,LM,LD,Lh,Lm,Ls,      DoY,   Qc Code,     Azi,    Elev,     Zen,      Decl,   Airmass,  Soldist,    uvbb,
CA21,     208,2008-06-20 00:00:00,2008,06,20,08,00,00,2008,06,20,00,00,00,   172.00,         0,    4.23,  -33.64,  123.64,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:03:00,2008,06,20,08,03,00,2008,06,20,00,03,00,   172.00,         0,    5.05,  -33.59,  123.59,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:06:00,2008,06,20,08,06,00,2008,06,20,00,06,00,   172.00,         0,    5.87,  -33.53,  123.53,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:09:00,2008,06,20,08,09,00,2008,06,20,00,09,00,   172.01,         0,    6.69,  -33.46,  123.46,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:12:00,2008,06,20,08,12,00,2008,06,20,00,12,00,   172.01,         0,    7.51,  -33.38,  123.38,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:15:00,2008,06,20,08,15,00,2008,06,20,00,15,00,   172.01,         0,    8.33,  -33.29,  123.29,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:18:00,2008,06,20,08,18,00,2008,06,20,00,18,00,   172.01,         0,    9.14,  -33.20,  123.20,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:21:00,2008,06,20,08,21,00,2008,06,20,00,21,00,   172.01,         0,    9.96,  -33.09,  123.09,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:24:00,2008,06,20,08,24,00,2008,06,20,00,24,00,   172.02,         0,   10.77,  -32.98,  122.98,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:27:00,2008,06,20,08,27,00,2008,06,20,00,27,00,   172.02,         0,   11.57,  -32.86,  122.86,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:30:00,2008,06,20,08,30,00,2008,06,20,00,30,00,   172.02,         0,   12.38,  -32.73,  122.73,   23.4400,   -1.0000,    1.016,-9.99E+09
CA21,     208,2008-06-20 00:33:00,2008,06,20,08,33,00,2008,06,20,00,33,00,   172.02,         0,   13.18,  -32.59,  122.59,   23.4400,   -1.0000,    1.016,-9.99E+09
